section_id,book_id,source_id,parent_section_id,level,section_title,page_start,page_end,order_index,source_ref_id,source_specific_id,confidence,notes
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第四節_哮證,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第四節  哮證,24,28,9,src_tcm_v146_0005526,ol_zz_ol_zz_第五章_肺系病證_第四節_哮證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第五節_喘證,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第五節  喘證,29,36,10,src_tcm_v146_0005527,ol_zz_ol_zz_第五章_肺系病證_第五節_喘證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第六節_肺癰,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第六節  肺癰,37,39,11,src_tcm_v146_0005528,ol_zz_ol_zz_第五章_肺系病證_第六節_肺癰,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第七節_痰飲,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第七節  痰飲,40,43,12,src_tcm_v146_0005529,ol_zz_ol_zz_第五章_肺系病證_第七節_痰飲,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第八節_失音,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第八節  失音,44,45,13,src_tcm_v146_0005530,ol_zz_ol_zz_第五章_肺系病證_第八節_失音,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證_第九節_咳血,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,第九節  咳血,46,47,14,src_tcm_v146_0005531,ol_zz_ol_zz_第五章_肺系病證_第九節_咳血,medium,old graph outline
v146_outline__ol_zz_ol_zz_第五章_肺系病證__肺痿_肺癰_肺脹_肺癆_高研參_中醫內科學,v146_graph,tcm_v146,v146_outline__ol_zz_第五章_肺系病證,2,◎肺痿、肺癰、肺脹、肺癆（高研參：中醫內科學）,48,49,15,src_tcm_v146_0005532,ol_zz_ol_zz_第五章_肺系病證__肺痿_肺癰_肺脹_肺癆_高研參_中醫內科學,medium,old graph outline
v146_outline__ol_zz_第六章_心系病證,v146_graph,tcm_v146,,1,第六章  心系病證,50,50,16,src_tcm_v146_0005533,ol_zz_第六章_心系病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第六章_心系病證_第一節_心悸,v146_graph,tcm_v146,v146_outline__ol_zz_第六章_心系病證,2,第一節  心悸,50,56,17,src_tcm_v146_0005534,ol_zz_ol_zz_第六章_心系病證_第一節_心悸,medium,old graph outline
v146_outline__ol_zz_ol_zz_第六章_心系病證_第二節_心痛_胸痹,v146_graph,tcm_v146,v146_outline__ol_zz_第六章_心系病證,2,第二節  心痛（胸痹）,57,64,18,src_tcm_v146_0005535,ol_zz_ol_zz_第六章_心系病證_第二節_心痛_胸痹,medium,old graph outline
v146_outline__ol_zz_ol_zz_第六章_心系病證_第三節_不寐,v146_graph,tcm_v146,v146_outline__ol_zz_第六章_心系病證,2,第三節  不寐,65,71,19,src_tcm_v146_0005536,ol_zz_ol_zz_第六章_心系病證_第三節_不寐,medium,old graph outline
v146_outline__ol_zz_ol_zz_第六章_心系病證_第四節_癲狂,v146_graph,tcm_v146,v146_outline__ol_zz_第六章_心系病證,2,第四節  癲狂,72,77,20,src_tcm_v146_0005537,ol_zz_ol_zz_第六章_心系病證_第四節_癲狂,medium,old graph outline
v146_outline__ol_zz_ol_zz_第六章_心系病證_第五節_癲癎,v146_graph,tcm_v146,v146_outline__ol_zz_第六章_心系病證,2,第五節  癲癎,78,83,21,src_tcm_v146_0005538,ol_zz_ol_zz_第六章_心系病證_第五節_癲癎,medium,old graph outline
v146_outline__ol_zz_第七章_脾胃系病證,v146_graph,tcm_v146,,1,第七章  脾胃系病證,84,84,22,src_tcm_v146_0005539,ol_zz_第七章_脾胃系病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第一節_嘔吐,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第一節  嘔吐,84,88,23,src_tcm_v146_0005540,ol_zz_ol_zz_第七章_脾胃系病證_第一節_嘔吐,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第二節_吐酸_附_嘈雜,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第二節  吐酸(附：嘈雜),89,92,24,src_tcm_v146_0005541,ol_zz_ol_zz_第七章_脾胃系病證_第二節_吐酸_附_嘈雜,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第三節_呃逆_附_噯氣,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第三節  呃逆(附：噯氣),93,96,25,src_tcm_v146_0005542,ol_zz_ol_zz_第七章_脾胃系病證_第三節_呃逆_附_噯氣,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第四節_胃痛_附_痞病,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第四節  胃痛(附：痞病),97,107,26,src_tcm_v146_0005543,ol_zz_ol_zz_第七章_脾胃系病證_第四節_胃痛_附_痞病,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第五節_腹痛,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第五節  腹痛,108,110,27,src_tcm_v146_0005544,ol_zz_ol_zz_第七章_脾胃系病證_第五節_腹痛,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第六節_泄瀉,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第六節  泄瀉,111,117,28,src_tcm_v146_0005545,ol_zz_ol_zz_第七章_脾胃系病證_第六節_泄瀉,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第七節_痢疾,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第七節  痢疾,118,120,29,src_tcm_v146_0005546,ol_zz_ol_zz_第七章_脾胃系病證_第七節_痢疾,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第八節_便祕,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第八節  便祕,121,125,30,src_tcm_v146_0005547,ol_zz_ol_zz_第七章_脾胃系病證_第八節_便祕,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第九節_吐血,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第九節  吐血,126,127,31,src_tcm_v146_0005548,ol_zz_ol_zz_第七章_脾胃系病證_第九節_吐血,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證_第十節_便血,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,第十節  便血,128,131,32,src_tcm_v146_0005549,ol_zz_ol_zz_第七章_脾胃系病證_第十節_便血,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證__口瘡_附_口糜,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,◎口瘡(附：口糜),132,135,33,src_tcm_v146_0005550,ol_zz_ol_zz_第七章_脾胃系病證__口瘡_附_口糜,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證__噎膈_附_反胃,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,◎噎膈(附：反胃),136,139,34,src_tcm_v146_0005551,ol_zz_ol_zz_第七章_脾胃系病證__噎膈_附_反胃,medium,old graph outline
v146_outline__ol_zz_ol_zz_第七章_脾胃系病證__霍亂,v146_graph,tcm_v146,v146_outline__ol_zz_第七章_脾胃系病證,2,◎霍亂,140,140,35,src_tcm_v146_0005552,ol_zz_ol_zz_第七章_脾胃系病證__霍亂,medium,old graph outline
v146_outline__ol_zz_第八章_肝膽系病證,v146_graph,tcm_v146,,1,第八章  肝膽系病證,141,141,36,src_tcm_v146_0005553,ol_zz_第八章_肝膽系病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證_第一節_黃疸,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,第一節  黃疸,141,149,37,src_tcm_v146_0005554,ol_zz_ol_zz_第八章_肝膽系病證_第一節_黃疸,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證_第二節_脇痛,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,第二節  脇痛,150,158,38,src_tcm_v146_0005555,ol_zz_ol_zz_第八章_肝膽系病證_第二節_脇痛,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證_第三節_臌脹,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,第三節  臌脹,159,165,39,src_tcm_v146_0005556,ol_zz_ol_zz_第八章_肝膽系病證_第三節_臌脹,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證_第四節_眩暈,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,第四節  眩暈,166,171,40,src_tcm_v146_0005557,ol_zz_ol_zz_第八章_肝膽系病證_第四節_眩暈,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證_第五節_中風,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,第五節  中風,172,186,41,src_tcm_v146_0005558,ol_zz_ol_zz_第八章_肝膽系病證_第五節_中風,medium,old graph outline
v146_outline__ol_zz_ol_zz_第八章_肝膽系病證__積聚,v146_graph,tcm_v146,v146_outline__ol_zz_第八章_肝膽系病證,2,◎積聚,187,189,42,src_tcm_v146_0005559,ol_zz_ol_zz_第八章_肝膽系病證__積聚,medium,old graph outline
v146_outline__ol_zz_第九章_腎系病證,v146_graph,tcm_v146,,1,第九章  腎系病證,190,191,43,src_tcm_v146_0005560,ol_zz_第九章_腎系病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第一節_淋證,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第一節  淋證,192,197,44,src_tcm_v146_0005561,ol_zz_ol_zz_第九章_腎系病證_第一節_淋證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第二節_尿濁,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第二節  尿濁,198,201,45,src_tcm_v146_0005562,ol_zz_ol_zz_第九章_腎系病證_第二節_尿濁,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第三節_尿血,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第三節  尿血,202,204,46,src_tcm_v146_0005563,ol_zz_ol_zz_第九章_腎系病證_第三節_尿血,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第四節_癃閉,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第四節  癃閉,205,210,47,src_tcm_v146_0005564,ol_zz_ol_zz_第九章_腎系病證_第四節_癃閉,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第五節_遺尿,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第五節  遺尿,211,212,48,src_tcm_v146_0005565,ol_zz_ol_zz_第九章_腎系病證_第五節_遺尿,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第六節_關格,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第六節  關格,213,218,49,src_tcm_v146_0005566,ol_zz_ol_zz_第九章_腎系病證_第六節_關格,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第七節_腰痛,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第七節  腰痛,219,224,50,src_tcm_v146_0005567,ol_zz_ol_zz_第九章_腎系病證_第七節_腰痛,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第八節_耳鳴_耳聾,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第八節  耳鳴、耳聾,225,226,51,src_tcm_v146_0005568,ol_zz_ol_zz_第九章_腎系病證_第八節_耳鳴_耳聾,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第九節_遺精,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第九節  遺精,227,230,52,src_tcm_v146_0005569,ol_zz_ol_zz_第九章_腎系病證_第九節_遺精,medium,old graph outline
v146_outline__ol_zz_ol_zz_第九章_腎系病證_第十節_陽痿,v146_graph,tcm_v146,v146_outline__ol_zz_第九章_腎系病證,2,第十節  陽痿,231,233,53,src_tcm_v146_0005570,ol_zz_ol_zz_第九章_腎系病證_第十節_陽痿,medium,old graph outline
v146_outline__ol_zz_第十章_氣血津液病證,v146_graph,tcm_v146,,1,第十章  氣血津液病證,234,234,54,src_tcm_v146_0005571,ol_zz_第十章_氣血津液病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第一節_鬱證,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第一節  鬱證,234,235,55,src_tcm_v146_0005572,ol_zz_ol_zz_第十章_氣血津液病證_第一節_鬱證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第二節_瘀證,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第二節  瘀證,236,239,56,src_tcm_v146_0005573,ol_zz_ol_zz_第十章_氣血津液病證_第二節_瘀證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第三節_厥證,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第三節  厥證,240,242,57,src_tcm_v146_0005574,ol_zz_ol_zz_第十章_氣血津液病證_第三節_厥證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第四節_汗證,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第四節  汗證,243,245,58,src_tcm_v146_0005575,ol_zz_ol_zz_第十章_氣血津液病證_第四節_汗證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第五節_水腫,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第五節  水腫,246,254,59,src_tcm_v146_0005576,ol_zz_ol_zz_第十章_氣血津液病證_第五節_水腫,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第六節_消渴,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第六節  消渴,255,269,60,src_tcm_v146_0005577,ol_zz_ol_zz_第十章_氣血津液病證_第六節_消渴,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第七節_癭病,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第七節  癭病,270,277,61,src_tcm_v146_0005578,ol_zz_ol_zz_第十章_氣血津液病證_第七節_癭病,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十章_氣血津液病證_第八節_虛勞,v146_graph,tcm_v146,v146_outline__ol_zz_第十章_氣血津液病證,2,第八節  虛勞,278,281,62,src_tcm_v146_0005579,ol_zz_ol_zz_第十章_氣血津液病證_第八節_虛勞,medium,old graph outline
v146_outline__ol_zz_第十一章_經絡肢體病證,v146_graph,tcm_v146,,1,第十一章  經絡肢體病證,282,282,63,src_tcm_v146_0005580,ol_zz_第十一章_經絡肢體病證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十一章_經絡肢體病證_第一節_頭痛,v146_graph,tcm_v146,v146_outline__ol_zz_第十一章_經絡肢體病證,2,第一節  頭痛,282,290,64,src_tcm_v146_0005581,ol_zz_ol_zz_第十一章_經絡肢體病證_第一節_頭痛,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十一章_經絡肢體病證_第二節_痹證,v146_graph,tcm_v146,v146_outline__ol_zz_第十一章_經絡肢體病證,2,第二節  痹證,291,312,65,src_tcm_v146_0005582,ol_zz_ol_zz_第十一章_經絡肢體病證_第二節_痹證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十一章_經絡肢體病證_第三節_痿證,v146_graph,tcm_v146,v146_outline__ol_zz_第十一章_經絡肢體病證,2,第三節  痿證,313,321,66,src_tcm_v146_0005583,ol_zz_ol_zz_第十一章_經絡肢體病證_第三節_痿證,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十一章_經絡肢體病證_第四節_痙病,v146_graph,tcm_v146,v146_outline__ol_zz_第十一章_經絡肢體病證,2,第四節  痙病,322,325,67,src_tcm_v146_0005584,ol_zz_ol_zz_第十一章_經絡肢體病證_第四節_痙病,medium,old graph outline
v146_outline__ol_zz_ol_zz_第十一章_經絡肢體病證_其它,v146_graph,tcm_v146,v146_outline__ol_zz_第十一章_經絡肢體病證,2,其它,326,326,68,src_tcm_v146_0005585,ol_zz_ol_zz_第十一章_經絡肢體病證_其它,medium,old graph outline
jingui_pdf_sec__09441a45d7,jingui_pdf,jingui_pdf,,3,七、八日，目四眥一本此有黃字黑。若能食者，膿已成也，赤豆當歸散主之。(13),24,,1,src_jingui_pdf_0009677,七、八日，目四眥一本此有黃字黑。若能食者，膿已成也，赤豆當歸散主之。(13),pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__51f668e892,shanghan_pdf,shanghan_pdf,,3,一、太陽病脈證提綱 ............................ 3,5,,1,src_shanghan_pdf_0009806,一、太陽病脈證提綱 ............................ 3,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__57ecae3457,shanghan_pdf,shanghan_pdf,,3,三、辨病發於陽、病發於陰 ................ 4,5,,2,src_shanghan_pdf_0009806,三、辨病發於陽、病發於陰 ................ 4,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__6497abd77a,shanghan_pdf,shanghan_pdf,,3,四、辨傳辨與欲解時 ............................ 4,5,,3,src_shanghan_pdf_0009806,四、辨傳辨與欲解時 ............................ 4,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__5ef6b3301e,shanghan_pdf,shanghan_pdf,,3,二、陽明病病因病機 .......................... 63,6,,4,src_shanghan_pdf_0009807,二、陽明病病因病機 .......................... 63,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__8baa45d406,shanghan_pdf,shanghan_pdf,,3,四、柴胡加芒硝湯證 ........................ 103,6,,5,src_shanghan_pdf_0009807,四、柴胡加芒硝湯證 ........................ 103,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__d83822299c,shanghan_pdf,shanghan_pdf,,3,五、柴胡桂枝乾薑湯證 .................... 105,6,,6,src_shanghan_pdf_0009807,五、柴胡桂枝乾薑湯證 .................... 105,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__883f9c5521,shanghan_pdf,shanghan_pdf,,3,六、柴胡加龍骨牡蠣湯證 ................ 108,6,,7,src_shanghan_pdf_0009807,六、柴胡加龍骨牡蠣湯證 ................ 108,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__6ff3f767b2,shanghan_pdf,shanghan_pdf,,3,二、太陰病欲愈候............................ 113,6,,8,src_shanghan_pdf_0009807,二、太陰病欲愈候............................ 113,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__b2d97ab858,shanghan_pdf,shanghan_pdf,,3,一、太陰病兼表證............................ 116,6,,9,src_shanghan_pdf_0009807,一、太陰病兼表證............................ 116,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__ab524f83e2,shanghan_pdf,shanghan_pdf,,3,二、太陰病腹痛證............................ 116,6,,10,src_shanghan_pdf_0009807,二、太陰病腹痛證............................ 116,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__294a6c94db,shanghan_pdf,shanghan_pdf,,3,三、太陰病轉愈 與 轉屬陽明的辨,6,,11,src_shanghan_pdf_0009807,三、太陰病轉愈 與 轉屬陽明的辨,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__d3d8c0dfd5,shanghan_pdf,shanghan_pdf,,3,一、少陰寒化證主要脈證 ................ 123,6,,12,src_shanghan_pdf_0009807,一、少陰寒化證主要脈證 ................ 123,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__dc84fc204a,shanghan_pdf,shanghan_pdf,,3,一、麻黃細辛附子湯證、麻黃附子甘,7,,13,src_shanghan_pdf_0009808,一、麻黃細辛附子湯證、麻黃附子甘,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__9ff9f3ed22,shanghan_pdf,shanghan_pdf,,3,二、甘草湯證、桔梗湯證 ................ 146,7,,14,src_shanghan_pdf_0009808,二、甘草湯證、桔梗湯證 ................ 146,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__420bf23b8e,shanghan_pdf,shanghan_pdf,,3,二、乾薑黃芩黃連人參湯證 ............ 153,7,,15,src_shanghan_pdf_0009808,二、乾薑黃芩黃連人參湯證 ............ 153,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__8c2743ab62,shanghan_pdf,shanghan_pdf,,3,一、厥病的病理機制與証候特點 .... 158,7,,16,src_shanghan_pdf_0009808,一、厥病的病理機制與証候特點 .... 158,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__5804a6498d,shanghan_pdf,shanghan_pdf,,3,一、厥陰寒證愈後辨 ........................ 171,7,,17,src_shanghan_pdf_0009808,一、厥陰寒證愈後辨 ........................ 171,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__e18f49a4c5,shanghan_pdf,shanghan_pdf,,3,二、厥陰虛寒證死候辨 .................... 171,7,,18,src_shanghan_pdf_0009808,二、厥陰虛寒證死候辨 .................... 171,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__33a89c1579,shanghan_pdf,shanghan_pdf,,3,三、厥陰虛寒下利轉歸辨 ................ 171,7,,19,src_shanghan_pdf_0009808,三、厥陰虛寒下利轉歸辨 ................ 171,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__6425b030a9,shanghan_pdf,shanghan_pdf,,1,第八章  辨陰陽易差後勞復病脈證并治 ......... 180,7,,20,src_shanghan_pdf_0009808,第八章  辨陰陽易差後勞復病脈證并治 ......... 180,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__c50ed33434,shanghan_pdf,shanghan_pdf,,1,概論,9,,21,src_shanghan_pdf_0009810,概論,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__86272c606e,shanghan_pdf,shanghan_pdf,,1,第一章  辨太陽病脈證并治,11,,22,src_shanghan_pdf_0009812,第一章  辨太陽病脈證并治,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__385ff238de,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__86272c606e,2,第一節  太陽病綱要,11,,23,src_shanghan_pdf_0009812,第一節  太陽病綱要,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__153fb89de1,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__385ff238de,3,一、太陽病脈證提綱,11,,24,src_shanghan_pdf_0009812,一、太陽病脈證提綱,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__93b504da79,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__385ff238de,3,二、太陽病分類,11,,25,src_shanghan_pdf_0009812,二、太陽病分類,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__916552f496,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__385ff238de,3,三、辨病發於陽、病發於陰,12,,26,src_shanghan_pdf_0009813,三、辨病發於陽、病發於陰,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__e88a21d5bd,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__385ff238de,3,四、辨傳辨與欲解時,12,,27,src_shanghan_pdf_0009813,四、辨傳辨與欲解時,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__030bc33dbe,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__86272c606e,2,第二節  太陽病本證,13,,28,src_shanghan_pdf_0009814,第二節  太陽病本證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__6518746f72,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__030bc33dbe,3,一、中風表虛證,13,,29,src_shanghan_pdf_0009814,一、中風表虛證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__daf1e9452b,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__030bc33dbe,3,二、傷寒表實證,22,,30,src_shanghan_pdf_0009823,二、傷寒表實證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__c45d9517ad,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__030bc33dbe,3,三、表鬱輕症,29,,31,src_shanghan_pdf_0009830,三、表鬱輕症,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__a6eabf437e,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__86272c606e,2,第三節  太陽病兼變證,31,,32,src_shanghan_pdf_0009832,第三節  太陽病兼變證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__deb2e784f8,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,一、變證治則,31,,33,src_shanghan_pdf_0009832,一、變證治則,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__e5e019b2ff,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,二、辨虛證實證,31,,34,src_shanghan_pdf_0009832,二、辨虛證實證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__94629032a5,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,三、辨寒熱真假,31,,35,src_shanghan_pdf_0009832,三、辨寒熱真假,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__076e44017a,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,四、辨汗下先後,32,,36,src_shanghan_pdf_0009833,四、辨汗下先後,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__2c6e2ad461,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,五、熱證,34,,37,src_shanghan_pdf_0009835,五、熱證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__828a14a9ba,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,六、虛寒證,39,,38,src_shanghan_pdf_0009840,六、虛寒證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__3eed8ed573,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,七、陰陽兩虛證,45,,39,src_shanghan_pdf_0009846,七、陰陽兩虛證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__83523d440c,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,八、蓄水證,47,,40,src_shanghan_pdf_0009848,八、蓄水證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__53f070e149,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,九、蓄血證,50,,41,src_shanghan_pdf_0009851,九、蓄血證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__a946e104ac,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,十、結胸證,53,,42,src_shanghan_pdf_0009854,十、結胸證,pdf_heading_rule,heading detected from PDF text
shanghan_pdf_sec__70d4f7b841,shanghan_pdf,shanghan_pdf,shanghan_pdf_sec__a6eabf437e,3,十一、臟結證,57,,43,src_shanghan_pdf_0009858,十一、臟結證,pdf_heading_rule,heading detected from PDF text
