formula_id,canonical_name,formula_type_inferred,formula_family_id,alias_list,alias_count,component_count_display_ready,component_source_formula_count,unique_question_count,question_event_count,out_relation_count,in_relation_count,as_base_variant_count,as_variant_to_base_count,canonical_confidence,review_count,ontology_policy
can_7c4eabc68b,十棗湯【傷寒,standard_or_unspecified_formula,ffam_e31af3598a13,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_950d5734cd,十棗湯【金匱,standard_or_unspecified_formula,ffam_87886f6feef6,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e7f45d1d76,千金葦莖湯,standard_or_unspecified_formula,ffam_3f1331d3965a,,0,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5e3c1ed9d5,升麻葛根湯《散,standard_or_unspecified_formula,ffam_e235f5680a6e,升麻葛根湯|升麻葛根湯《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_303afa13f2,半夏瀉心湯【傷寒,standard_or_unspecified_formula,ffam_142dcb978edd,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5ac1f80f90,半夏瀉心湯【金匱,standard_or_unspecified_formula,ffam_aa6d67c54e0e,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7e334130ed,參苓白朮散《散,standard_or_unspecified_formula,ffam_a65db3adfb86,參苓白朮散|參苓白朮散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_89dbf7b497,四七湯,standard_or_unspecified_formula,ffam_400bae2b60eb,,0,5.0,0,0,0,12.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_803bb2f192,四逆散《散,standard_or_unspecified_formula,ffam_d22ba920cfe5,四逆散|四逆散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8f60eaf66d,四逆散去柴胡加旋覆花代赭石,named_variant_or_modified_formula,ffam_33e479a3461a,四逆散去柴胡加旋覆花、代赭石,1,5.0,0,0,0,12.0,2.0,0,2,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6ed73924e3,四逆湯【傷寒,standard_or_unspecified_formula,ffam_b98607b11a65,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_713b4a3428,四逆湯【金匱,standard_or_unspecified_formula,ffam_44bf5fd353f0,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b07ccc05ec,增液湯合活血藥,base_or_family_formula,ffam_5255a1b554af,增液湯+活血藥|增液湯合活血藥,2,4.0,0,0,0,8.0,2.0,1,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_db33f3e38c,大承氣湯【傷寒,standard_or_unspecified_formula,ffam_b11af878d4d9,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8aa8fb0fd1,大承氣湯【金匱,standard_or_unspecified_formula,ffam_3140244182a2,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_9c340e0caf,大柴胡湯【傷寒,standard_or_unspecified_formula,ffam_a86710c3550b,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_87d4a94b72,大柴胡湯【金匱,standard_or_unspecified_formula,ffam_bc3f7308e23b,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_36b372f420,大補陰丸《丸,standard_or_unspecified_formula,ffam_5ea1e8328bb4,大補陰丸|大補陰丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0ca5e98a46,大青龍湯【傷寒,standard_or_unspecified_formula,ffam_5657156b8c07,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2fa633f3a0,大青龍湯【金匱,standard_or_unspecified_formula,ffam_2404bd9baf52,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f7497bb803,如意金黃散,standard_or_unspecified_formula,ffam_6d515d56e871,如意金黃散|如意金黃散(只用於傳統製劑,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4ecfef5ebb,如意金黃散(只用於傳統製劑,standard_or_unspecified_formula,ffam_e5c03afaa569,如意金黃散|如意金黃散(只用於傳統製劑,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_25f6566253,安中散《散,standard_or_unspecified_formula,ffam_0e1abfd8d81b,安中散|安中散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_381970419d,宣痹湯加秦艽地龍絲瓜絡威靈仙,named_variant_or_modified_formula,ffam_027f73073d0c,,0,13.0,0,0,0,30.0,4.0,0,3,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_68268d0f9a,寧嗽丸,standard_or_unspecified_formula,ffam_f6ed0ce7c223,寧嗽丸|寧嗽丸《丸,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_98ff7d50b6,寧嗽丸《丸,standard_or_unspecified_formula,ffam_00b81491084b,寧嗽丸|寧嗽丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4b418eef89,小建中湯【傷寒,standard_or_unspecified_formula,ffam_446409edbfcf,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d466f31186,小建中湯【金匱,standard_or_unspecified_formula,ffam_0cd317890b78,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a63898426c,小承氣湯【傷寒,standard_or_unspecified_formula,ffam_62f451139931,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d1c485497c,小承氣湯【金匱,standard_or_unspecified_formula,ffam_e8b3edc1dd20,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_55521f9ef9,小柴胡湯【傷寒,standard_or_unspecified_formula,ffam_75cc23b0b2bf,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2ba6513c8c,小柴胡湯【金匱,standard_or_unspecified_formula,ffam_5723dd32cd63,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0b385c3be9,小降氣湯,standard_or_unspecified_formula,ffam_82886fd0da04,,0,0,0,0,0,3.0,4.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_eb48b67007,小青龍湯【傷寒,standard_or_unspecified_formula,ffam_e368a892b3df,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_352623cb30,小青龍湯【金匱,standard_or_unspecified_formula,ffam_287ed359cacd,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5a35da6e95,川芎茶調散《散,standard_or_unspecified_formula,ffam_08e16e9fd78e,川芎茶調散|川芎茶調散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_7a602c94f1,平喘固本湯,standard_or_unspecified_formula,ffam_94c5bd217755,,0,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_045928c019,平胃散(丸)《丸,standard_or_unspecified_formula,ffam_6b66ef2a9518,平胃散|平胃散(丸|平胃散(丸)《丸,3,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a4b63ce2b5,復元活血湯(去穿山甲,standard_or_unspecified_formula,ffam_d3d8a09052db,去穿山甲|復元活血湯|復元活血湯(去穿山甲,3,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8913cee74c,復元通氣散,standard_or_unspecified_formula,ffam_8348c835b62c,,0,8.0,0,0,0,18.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1214747924,抵當湯【傷寒,standard_or_unspecified_formula,ffam_eef39150961b,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a954fbd7f0,抵當湯【金匱,standard_or_unspecified_formula,ffam_4a5c59f0d61a,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_142be2801d,排膿散《散,standard_or_unspecified_formula,ffam_bed77056fb83,排膿散|排膿散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_97f5c6c943,救逆湯,standard_or_unspecified_formula,ffam_0a669ca7654c,,0,0,0,0,0,5.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_032d818166,斑龍丸,standard_or_unspecified_formula,ffam_ce271128af23,斑龍丸|斑龍丸《丸,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_181d69b63d,斑龍丸《丸,standard_or_unspecified_formula,ffam_a352e31739de,斑龍丸|斑龍丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_66ecfd4612,星蔞承氣湯,standard_or_unspecified_formula,ffam_3a7000a1ff75,,0,0,0,0,0,0.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_046c71981b,普濟消毒飲《散,standard_or_unspecified_formula,ffam_a8ff428c6af2,普濟消毒飲|普濟消毒飲《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_63f76dc5d2,月華丸,standard_or_unspecified_formula,ffam_6adc271d4cf8,,0,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a0b41f8199,杞菊地黃丸《丸,standard_or_unspecified_formula,ffam_a3cbe89df468,杞菊地黃丸|杞菊地黃丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2cc9b8c4b6,枝加桂湯,standard_or_unspecified_formula,ffam_42b05fe688be,枝加桂湯,1,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_76c88ac01d,柴胡清肝湯,standard_or_unspecified_formula,ffam_905a8f2109a7,柴胡清肝湯,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_97bbef5b87,桂枝加桂湯【傷寒,standard_or_unspecified_formula,ffam_5db4c93aac25,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_00ed27d89b,桂枝加桂湯【金匱,standard_or_unspecified_formula,ffam_a9c7d777e9fc,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_26cde68e28,桂枝湯【傷寒,standard_or_unspecified_formula,ffam_569c82cf89dd,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_b3e3792404,桂枝湯【金匱,standard_or_unspecified_formula,ffam_ee3760b65e6f,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2a72829c05,桂枝茯苓丸《丸,standard_or_unspecified_formula,ffam_db8074b29259,桂枝茯苓丸|桂枝茯苓丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0b826e9d8c,桂枝附子湯【傷寒,standard_or_unspecified_formula,ffam_56a249ddc93f,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_a9f052be2b,桂枝附子湯【金匱,standard_or_unspecified_formula,ffam_8980c733a144,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ade50c4bf6,桂苓五味甘草去桂加薑辛夏湯,base_or_family_formula,ffam_575bfb5cd4cc,桂苓五味甘草去桂加薑辛夏湯,1,0,0,0,0,9.0,2.0,1,2,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5e37eb339f,桃仁承氣湯(桃核承氣湯,standard_or_unspecified_formula,ffam_469669213ce8,桃仁承氣湯|桃仁承氣湯(桃核承氣湯|桃核承氣湯,3,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_2b4f9eef30,桃花湯【傷寒,standard_or_unspecified_formula,ffam_c24d671ab552,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fa07e01ff2,桃花湯【金匱,standard_or_unspecified_formula,ffam_c3e09265cf4c,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f021b59b9c,桑菊飲加黃芩、梔子,base_or_family_formula,ffam_546ec7d1bff6,桑菊飲加黃芩梔子|桑菊飲加黃芩梔子湯,2,10.0,0,0,0,24.0,4.0,2,2,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_0a0f9fcbb2,桑菊飲加黃芩梔子,named_variant_or_modified_formula,ffam_546ec7d1bff6,桑菊飲加黃芩、梔子,1,10.0,0,0,0,22.0,3.0,0,3,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4f90c955e9,桑螵蛸散《散,standard_or_unspecified_formula,ffam_1f15356db79b,桑螵蛸散|桑螵蛸散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_322cd97398,桔梗湯【傷寒,standard_or_unspecified_formula,ffam_70a2b3b100ab,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1029223736,桔梗湯【金匱,standard_or_unspecified_formula,ffam_d2bc33be87bb,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5e59751540,梔子豉湯【傷寒,standard_or_unspecified_formula,ffam_58006a99b6ef,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ace0252039,梔子豉湯【金匱,standard_or_unspecified_formula,ffam_ff379f68bcf9,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_39b4260421,椒目瓜蔞湯,standard_or_unspecified_formula,ffam_dadeb9baf006,,0,0,0,0,0,2.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_4950dd5f29,橘核丸《丸,standard_or_unspecified_formula,ffam_c5b90cede309,橘核丸|橘核丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d3bf6d6630,止嗽散《散,standard_or_unspecified_formula,ffam_bcb1d2a318e7,止嗽散|止嗽散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_de6e0e748f,正骨紫金丹,standard_or_unspecified_formula,ffam_b28650cd2877,正骨紫金丹|正骨紫金丹《丹,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fc1b13da41,正骨紫金丹《丹,standard_or_unspecified_formula,ffam_e3027722d4e1,正骨紫金丹|正骨紫金丹《丹,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5520338b3f,治濁固本丸,standard_or_unspecified_formula,ffam_06387f3ea4ee,治濁固本丸|治濁固本丸《丸,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6446235584,治濁固本丸《丸,standard_or_unspecified_formula,ffam_840f6d968a59,治濁固本丸|治濁固本丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_24863dee99,消痔丸,standard_or_unspecified_formula,ffam_01f10d3fd6bb,消痔丸|消痔丸《丸,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_75c0effaca,消痔丸《丸,standard_or_unspecified_formula,ffam_d0a5739edea2,消痔丸|消痔丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fb93331806,清心利膈湯,standard_or_unspecified_formula,ffam_ccc700a6e762,清心利膈湯,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_d468a9c8a3,清涼散,standard_or_unspecified_formula,ffam_ebbfa6ee7dda,清涼散,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_21c896168c,清絡飲加杏仁苡仁滑石湯,standard_or_unspecified_formula,ffam_9946d9eb7516,,0,0,0,0,0,7.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e2f390f4b5,溫清飲(解毒四物湯,standard_or_unspecified_formula,ffam_775b71fe3b12,溫清飲|溫清飲(解毒四物湯|解毒四物湯,3,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cea0605525,溫膽湯加川連銀花,named_variant_or_modified_formula,ffam_bfdef1995e01,溫膽湯加川連、銀花,1,10.0,0,0,0,22.0,2.0,0,2,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_fde32113ce,滋陰地黃丸,standard_or_unspecified_formula,ffam_19e1a91e47f1,滋陰地黃丸|滋陰地黃丸(熟乾地黃丸|滋陰地黃丸(熟乾地黃丸)《丸|熟乾地黃丸,4,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c9d4ee64d0,滋陰地黃丸(熟乾地黃丸)《丸,standard_or_unspecified_formula,ffam_97ae4ea384c7,滋陰地黃丸|滋陰地黃丸(熟乾地黃丸|滋陰地黃丸(熟乾地黃丸)《丸|熟乾地黃丸,4,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_685c7d8c7c,滋陰降火湯,standard_or_unspecified_formula,ffam_a61fc00b14f0,滋陰降火湯,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_07dc58e302,潤腸湯,standard_or_unspecified_formula,ffam_3101c53c7c7a,潤腸湯,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8b124b9e80,濟生腎氣丸《丸,standard_or_unspecified_formula,ffam_0ccce82476af,濟生腎氣丸|濟生腎氣丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6bcf7aeac5,瀉心湯【傷寒,standard_or_unspecified_formula,ffam_85ed87a25835,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1c2c66bd21,瀉心湯【金匱,standard_or_unspecified_formula,ffam_1b6ba9539879,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_79fbff8783,烏梅丸【傷寒,standard_or_unspecified_formula,ffam_9bed72820a12,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_00230d53c8,烏梅丸【金匱,standard_or_unspecified_formula,ffam_d0ce77b0fa86,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ccef3dc76c,烏藥順氣散,standard_or_unspecified_formula,ffam_6b02c502e62d,烏藥順氣散,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_34bbc9870e,燃照湯,standard_or_unspecified_formula,ffam_d2e5f8166250,,0,8.0,0,0,0,17.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_1a3e388336,牛膝散,standard_or_unspecified_formula,ffam_281540a536a0,,0,8.0,0,0,0,17.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_8f787bebec,牡蠣龍骨救逆湯,standard_or_unspecified_formula,ffam_9924c7c6576a,牡蠣龍骨救逆湯,1,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_e383d8920a,犀黃丸,standard_or_unspecified_formula,ffam_df275426566c,,0,4.0,0,0,0,10.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_6df436240e,玉屏風散《散,standard_or_unspecified_formula,ffam_17c3ee29808f,玉屏風散|玉屏風散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_3b44f0e239,玉樞丹,standard_or_unspecified_formula,ffam_1c755346a023,,0,0,0,0,0,6.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_493c120250,玉泉丸,standard_or_unspecified_formula,ffam_d5f31cf2f0f6,玉泉丸|玉泉丸《丸,2,0,0,0,0,1.0,1.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_054c76d29f,玉泉丸《丸,standard_or_unspecified_formula,ffam_f2cd3c0a8fd1,玉泉丸|玉泉丸《丸,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_878c153b29,理中丸合旋覆代赭湯,base_or_family_formula,ffam_b5b608504480,,0,9.0,0,0,0,21.0,3.0,2,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_c0a92a7683,瓜蒂散【傷寒,standard_or_unspecified_formula,ffam_9eeea1edcae2,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_edeb83c9a0,瓜蒂散【金匱,standard_or_unspecified_formula,ffam_8307697f819e,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_25afdbc8c7,瓜蔞枳實湯,standard_or_unspecified_formula,ffam_051fe939ac70,瓜蔞枳實湯,1,0,0,0,0,3.0,3.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_5735805738,甘草乾薑湯【傷寒,standard_or_unspecified_formula,ffam_35b3863c5cb0,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ea67fce2e5,甘草乾薑湯【金匱,standard_or_unspecified_formula,ffam_420f2052bf8b,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_08915f49b2,甘草小麥大棗湯,standard_or_unspecified_formula,ffam_b7dda9f7ec30,甘草小麥大棗湯,1,0,0,0,0,4.0,1.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_24a577cc81,甘草瀉心湯【傷寒,standard_or_unspecified_formula,ffam_c5e503bd1abd,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_ec40b8177a,甘草瀉心湯【金匱,standard_or_unspecified_formula,ffam_b1afef995cac,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_95125b1c48,甘草附子湯【傷寒,standard_or_unspecified_formula,ffam_359e9ba0494e,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_547c216674,甘草附子湯【金匱,standard_or_unspecified_formula,ffam_d8da30ef79fa,,0,0,0,0,0,0.0,0.0,0,0,medium_or_event_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_cbfdd6479b,甘露消毒丹《丹,standard_or_unspecified_formula,ffam_e6e748feb6ff,甘露消毒丹|甘露消毒丹《丹,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_beaa9e2dd2,甘麥大棗湯(甘草小麥大棗湯,standard_or_unspecified_formula,ffam_6d22c6dc287f,甘草小麥大棗湯|甘麥大棗湯|甘麥大棗湯(甘草小麥大棗湯,3,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
can_f4f912500a,當歸芍藥散《散,standard_or_unspecified_formula,ffam_bad4541599e8,當歸芍藥散|當歸芍藥散《散,2,0,0,0,0,2.0,2.0,0,0,high_or_seeded,0,one canonical formula entity; source-specific records and variants kept as separate ontology layers
