clause_master_id,book_id,book_name,chapter_title,topic_name,section_title,clause_no,clause_type,title,original_text,linked_formulas,linked_formula_ids,linked_symptoms,source_pdf_pages,source_pdf,source_priority,parse_method,review_status,evidence_text
clause_sh_31ecb4ad29,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,225.0,脈證,第五節 陽明篇備考原文,脈浮而遲，表熱裡寒，下利清穀者，四逆湯主之。(225),四逆湯,can_4bd7a9684a,下利清穀；脈浮,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,脈浮而遲，表熱裡寒，下利清穀者，四逆湯主之。(225)
clause_sh_cebc5326d7,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,231.0,筆記,第五節 陽明篇備考原文,陽明中風，脈弦浮大而短氣，腹都滿，脇下及心痛，久按之氣不通，鼻乾，不得汗， 嗜臥，一身及目悉黃，小便難，有潮熱，時時噦，耳前後腫，刺之小瘥，外不解。 病過十日，脈續浮者，與小柴胡湯。(231),小柴胡湯,can_1a0df3ae93,小柴胡湯；小便難；中風；潮熱；嗜臥；脈弦；短氣；按之；心痛,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,陽明中風，脈弦浮大而短氣，腹都滿，脇下及心痛，久按之氣不通，鼻乾，不得汗， 嗜臥，一身及目悉黃，小便難，有潮熱，時時噦，耳前後腫，刺之小瘥，外不解。 病過十日，脈續浮者，與小柴胡湯。(231)
clause_sh_d2acd9184a,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,232.0,筆記,第五節 陽明篇備考原文,脈但浮，無餘證者，與麻黃湯。若不尿，腹滿加噦者，不治。(232),麻黃湯,can_a2aaa3190c,脈但浮；無餘證；麻黃湯；噦者；腹滿,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,脈但浮，無餘證者，與麻黃湯。若不尿，腹滿加噦者，不治。(232)
clause_sh_7bedfb0d48,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,234.0,治法／方證,第五節 陽明篇備考原文,陽明病，脈遲，汗出多，微惡寒者，表未解也。可發汗，宜桂枝湯。(234),桂枝湯,can_2849adeebb,可發汗；陽明病；微惡寒；脈遲；未解；汗出,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,陽明病，脈遲，汗出多，微惡寒者，表未解也。可發汗，宜桂枝湯。(234)
clause_sh_ed32bf6fb2,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,235.0,脈證,第五節 陽明篇備考原文,陽明病，脈浮，無汗而喘者，發汗則愈，宜麻黃湯。(235),麻黃湯,can_a2aaa3190c,陽明病；麻黃湯；發汗；脈浮；無汗,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,陽明病，脈浮，無汗而喘者，發汗則愈，宜麻黃湯。(235)
clause_sh_5ac102c938,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,240.0,脈證,第五節 陽明篇備考原文,病人煩熱，汗出則解，又如瘧狀。目晡所發熱者，屬陽明也。 脈實者，宜下之；脈浮虛者，宜發汗。 下之，與大承氣湯；發汗，宜桂枝湯。(240),大承氣湯；桂枝湯,can_b8804ab23f；can_2849adeebb,屬陽明；發汗；發熱；脈浮；汗出,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,病人煩熱，汗出則解，又如瘧狀。目晡所發熱者，屬陽明也。 脈實者，宜下之；脈浮虛者，宜發汗。 下之，與大承氣湯；發汗，宜桂枝湯。(240)
clause_sh_807c091072,shanghan,傷寒論,第二章 辨陽明病脈證並治,第五節 陽明篇備考原文,第五節 陽明篇備考原文,244.0,轉歸／傳變,第五節 陽明篇備考原文,太陽病，寸緩，關浮，尺弱，其人發熱汗出，復惡寒，不嘔，但心下痞者，此以醫下之也。 如其不下者，病人不惡寒而渴者，此轉屬陽明也，小便數者，大便必鞕，不更衣十日，無所苦也。 渴欲飲水，少少與之，但以法救之。渴者，宜五苓散。(244),五苓散,can_4ec3299305,渴欲飲水；太陽病；屬陽明；不惡寒；復惡寒；小便數；心下痞；發熱；大便；不嘔；汗出,97,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,太陽病，寸緩，關浮，尺弱，其人發熱汗出，復惡寒，不嘔，但心下痞者，此以醫下之也。 如其不下者，病人不惡寒而渴者，此轉屬陽明也，小便數者，大便必鞕，不更衣十日，無所苦也。 渴欲飲水，少少與之，但以法救之。渴者，宜五苓散。(244)
clause_sh_2108342190,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,一、少陰寒化證主要脈證,281.0,脈證,一、少陰寒化證主要脈證,少陰之為病，脈微細，但欲寐也。(281),,,脈微細,131,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰之為病，脈微細，但欲寐也。(281)
clause_sh_779fd8b7b2,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,一、少陰寒化證主要脈證,282.0,脈證,一、少陰寒化證主要脈證,少陰病，欲吐不吐，心煩，但欲寐，五六日自利而渴者，屬少陰也。 虛故引水自救。 若小便色白者，少陰病形悉具。 小便白者，以下焦虛有寒，不能制水，故令色白也。(282),,,少陰病；心煩；虛故；不能；不吐,131,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，欲吐不吐，心煩，但欲寐，五六日自利而渴者，屬少陰也。 虛故引水自救。 若小便色白者，少陰病形悉具。 小便白者，以下焦虛有寒，不能制水，故令色白也。(282)
clause_sh_d7afdc6055,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,一、少陰寒化證主要脈證,283.0,脈證,一、少陰寒化證主要脈證,病人脈陰陽俱緊，反汗出者，亡陽也。此屬少陰，法當咽痛而復吐利。(283),,,汗出；吐利；咽痛；亡陽,131,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,病人脈陰陽俱緊，反汗出者，亡陽也。此屬少陰，法當咽痛而復吐利。(283)
clause_sh_82722aebe5,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,二、少陰病治禁,285.0,治禁／禁例,二、少陰病治禁,少陰病，脈細沈數，病為在裡，不可發汗。(285),,,不可發汗；少陰病；脈細,131,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，脈細沈數，病為在裡，不可發汗。(285)
clause_sh_0e2c1dec66,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,二、少陰病治禁,282.0,治禁／禁例,二、少陰病治禁,至五六日，腎陽虛愈甚，不能溫養脾土，於是發生自利，這種自利與單純的脾虛氣陷不同， 而是下焦陽衰不能蒸化津液，津液不能上承，則必伴有口渴， 所以說「自利而渴者，屬少陰也」。 虛故引水自救。 則是對口渴機理的補充說明。舒馳遠稱之為「火衰作渴證」。 若小便色白者，少陰病形悉具。 然而容易與熱盛傷津口渴相混，因之又提出「小便色白」作為少陰陽虛寒盛的辨證依據。 熱證的小便必然短赤，而決不會清長，只有小便清長，才能確診為少陰病， 所以說「少陰病形悉具」。 小便白者，以下焦虛有寒，不能制水，故令色白也。(282),,,小便清長；少陰陽虛；少陰病；虛故；不能；口渴；陽虛,131；132,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,至五六日，腎陽虛愈甚，不能溫養脾土，於是發生自利，這種自利與單純的脾虛氣陷不同， 而是下焦陽衰不能蒸化津液，津液不能上承，則必伴有口渴， 所以說「自利而渴者，屬少陰也」。 虛故引水自救。 則是對口渴機理的補充說明。舒馳遠稱之為「火衰作渴證」。 若小便色白者，少陰病形悉具。 然而容易與熱盛傷津口渴相混，因之又提出「小便色白」作為少陰陽虛寒盛的辨證依據。 熱證的小便必然短赤，而決不會清長，只有小便清長，才能確診為少陰病， 所以說「少陰病形悉具」。 小便白者，以下焦虛有寒，不能制水，故令色白也。(282)
clause_sh_0045792d22,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰病治禁,二、少陰病治禁,286.0,治禁／禁例,二、少陰病治禁,少陰病，脈微，不可發汗，亡陽故也。陽已虛，尺脈弱澀者，復不可下之。(286),,,不可發汗；少陰病；脈弱；脈微；亡陽,131；132,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，脈微，不可發汗，亡陽故也。陽已虛，尺脈弱澀者，復不可下之。(286)
clause_sh_c7c8421f9f,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,附子湯證,304.0,治法／方證,附子湯證,少陰病，得之一二日，口中和，其背惡寒者，當灸之，附子湯主之。(304),附子湯,can_4da6dea6c5,其背惡寒；口中和；少陰病,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，得之一二日，口中和，其背惡寒者，當灸之，附子湯主之。(304)
clause_sh_82266d6722,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,附子湯證,305.0,脈證,附子湯證,少陰病，身體痛，手足寒，骨節痛，脈沉者，附子湯主之。(305),附子湯,can_4da6dea6c5,手足寒；骨節痛；身體痛；少陰病；脈沉,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，身體痛，手足寒，骨節痛，脈沉者，附子湯主之。(305)
clause_sh_211bbbe231,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,桃花湯證,306.0,治法／方證,桃花湯證,少陰病，下利，便膿血者，桃花湯主之。(306),桃花湯,can_4f746eced5,少陰病；下利,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，便膿血者，桃花湯主之。(306)
clause_sh_e5885edeb7,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,桃花湯證,307.0,治法／方證,桃花湯證,少陰病，二三日至四五日，腹痛，小便不利，下利不止，便膿血者， 桃花湯主之。(307),桃花湯,can_4f746eced5,小便不利；下利不止；少陰病；腹痛,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，二三日至四五日，腹痛，小便不利，下利不止，便膿血者， 桃花湯主之。(307)
clause_sh_eed59e0350,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,吳茱萸湯證,309.0,治法／方證,吳茱萸湯證,少陰病，吐利，手足逆冷，煩躁欲死者，吳茱萸湯主之。(309),吳茱萸湯,can_5c864669bd,煩躁欲死；少陰病；吐利,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，吐利，手足逆冷，煩躁欲死者，吳茱萸湯主之。(309)
clause_sh_d71bb6a461,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,白通及白通加諸膽汁湯證,314.0,治法／方證,白通及白通加諸膽汁湯證,少陰病，下利，白通湯主之。(314),白通湯,can_53b7f575c7,少陰病；下利,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，白通湯主之。(314)
clause_sh_9cabcefb41,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,白通及白通加諸膽汁湯證,315.0,治法／方證,白通及白通加諸膽汁湯證,少陰病，下利，脈微者，與白通湯。 利不止，厥逆無脈，乾嘔，煩者，白通加豬膽汁湯主之。 服湯，脈暴出者死，微續者生。(315),白通加豬膽汁湯；白通湯,can_87c8ab9e40；can_53b7f575c7,厥逆無脈；利不止；少陰病；下利；脈微；乾嘔,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，脈微者，與白通湯。 利不止，厥逆無脈，乾嘔，煩者，白通加豬膽汁湯主之。 服湯，脈暴出者死，微續者生。(315)
clause_sh_168c5fa3c8,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,真武湯證,316.0,治法／方證,真武湯證,利*，或下利，或嘔者，真武湯主之。(316),真武湯,can_c343468943,下利,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，二三日不已，至四五日，腹痛，小便不利，四肢沈重疼痛， 自下利者，此為有水氣。 其人或咳，或小便(不)利*，或下利，或嘔者，真武湯主之。(316)
clause_sh_e4f851c818,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,通脈四逆湯證,317.0,治法／方證,通脈四逆湯證,少陰病，下利清穀，裡寒外熱，手足厥逆，脈微欲絕，身反不惡寒，其人面色赤， 或腹痛，或乾嘔，或咽痛，或利止脈不出者，通脈四逆湯主之。(317),通脈四逆湯,can_eaa4fac2c8,通脈四逆湯主之；身反不惡寒；利止脈不出；脈微欲絕；手足厥逆；下利清穀；少陰病；腹痛；乾嘔；咽痛,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利清穀，裡寒外熱，手足厥逆，脈微欲絕，身反不惡寒，其人面色赤， 或腹痛，或乾嘔，或咽痛，或利止脈不出者，通脈四逆湯主之。(317)
clause_sh_04690eedfb,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,四逆湯證,323.0,脈證,四逆湯證,少陰病，脈沉者，急溫之，宜四逆湯。(323),四逆湯,can_4bd7a9684a,急溫之；少陰病；脈沉,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，脈沉者，急溫之，宜四逆湯。(323)
clause_sh_3dd013d34f,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,四逆湯證,324.0,治法／方證,四逆湯證,少陰病，飲食入口則吐，心中溫溫欲吐，復不能吐。 始得之，手足寒、脈弦遲者，此胸中實，不可下也，當吐之。 若膈上有寒飲，乾嘔者，不可吐也，當溫之，宜四逆湯。(324),四逆湯,can_4bd7a9684a,膈上有寒飲；手足寒；食入口；少陰病；當吐之；不可吐；不能；脈弦；乾嘔,133,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，飲食入口則吐，心中溫溫欲吐，復不能吐。 始得之，手足寒、脈弦遲者，此胸中實，不可下也，當吐之。 若膈上有寒飲，乾嘔者，不可吐也，當溫之，宜四逆湯。(324)
clause_sh_c8b57d329e,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,287.0,轉歸／傳變,預後,陽回自愈可治： 少陰病，脈緊，至七八日自下利，脈暴微，手足反溫，脈緊反去者，為欲解也， 雖煩，下利必自愈。(287),,,自下利；少陰病；自愈；下利；欲解；脈緊,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,陽回自愈可治： 少陰病，脈緊，至七八日自下利，脈暴微，手足反溫，脈緊反去者，為欲解也， 雖煩，下利必自愈。(287)
clause_sh_c2d7e3819e,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,288.0,轉歸／傳變,預後,少陰病，下利，若利自止，惡寒而踡臥，手足溫者，可治。(288),,,少陰病；踡臥；惡寒；下利,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，若利自止，惡寒而踡臥，手足溫者，可治。(288)
clause_sh_1fda863e3c,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,289.0,轉歸／傳變,預後,少陰病，惡寒而踡，時自煩，欲去衣被者，可治。(289),,,少陰病；惡寒,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，惡寒而踡，時自煩，欲去衣被者，可治。(289)
clause_sh_d133faad4c,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,刺灸法,292.0,筆記,刺灸法,少陰病，吐，利，手足不逆冷，反發熱者，不死。 脈不至者，灸少陰七壯。(292),,,反發熱；少陰病,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，吐，利，手足不逆冷，反發熱者，不死。 脈不至者，灸少陰七壯。(292)
clause_sh_238b07378e,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,295.0,轉歸／傳變,預後,陽不回不治： 少陰病，惡寒，身踡而利，手足逆冷者，不治。(295),,,少陰病；惡寒,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,陽不回不治： 少陰病，惡寒，身踡而利，手足逆冷者，不治。(295)
clause_sh_8b2e3ac665,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,296.0,轉歸／傳變,預後,少陰病，吐，利，躁煩，四逆者，死。(296),,,少陰病,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，吐，利，躁煩，四逆者，死。(296)
clause_sh_b019670a8a,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,297.0,轉歸／傳變,預後,少陰病，下利止而頭眩，時時自冒者，死。(297),,,少陰病；頭眩；下利,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利止而頭眩，時時自冒者，死。(297)
clause_sh_1f90f0a018,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,298.0,轉歸／傳變,預後,少陰病，四逆，惡寒而身踡，脈不至，不煩而躁者，死。(298),,,少陰病；惡寒,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，四逆，惡寒而身踡，脈不至，不煩而躁者，死。(298)
clause_sh_f481e3d603,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,299.0,轉歸／傳變,預後,少陰病六七日，息高者，死。(299),,,少陰病,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病六七日，息高者，死。(299)
clause_sh_bf32a195b5,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,預後,300.0,轉歸／傳變,預後,少陰病，脈微細沈，但欲臥，汗出不煩，自欲吐，至五六日，自利， 復煩躁不得臥寐者，死。(300),,,脈微細；不得臥；少陰病；煩躁；汗出,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，脈微細沈，但欲臥，汗出不煩，自欲吐，至五六日，自利， 復煩躁不得臥寐者，死。(300)
clause_sh_c0b6acd542,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,刺灸法,308.0,筆記,刺灸法,少陰病，下利，便膿血者，可刺。(308),,,少陰病；下利,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，便膿血者，可刺。(308)
clause_sh_3abefff79e,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,刺灸法,325.0,筆記,刺灸法,少陰病，下利，脈微澀，嘔而汗出，必數更衣，反少者，當溫其上，灸之。(325),,,少陰病；汗出；脈微；下利,134,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利，脈微澀，嘔而汗出，必數更衣，反少者，當溫其上，灸之。(325)
clause_sh_22a2e56542,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,少陰寒化證方劑整理,317.0,方劑組成,少陰寒化證方劑整理,赤石脂一斤，一半全用，一半篩末 乾薑一兩 粳米一升 上三味，以水七升，煮米令熟，去滓。溫服七合，內赤石脂末方寸匕，日三服。 若一服愈，餘勿服。 少陰病，下利清穀，裡寒外熱，手足厥逆，脈微欲絕，身反不惡寒，其人面色赤，或腹痛，或乾嘔， 或咽痛，或利止脈不出者，通脈四逆湯主之。(317),通脈四逆湯,can_eaa4fac2c8,通脈四逆湯主之；身反不惡寒；利止脈不出；脈微欲絕；手足厥逆；下利清穀；少陰病；腹痛；乾嘔；咽痛,135；137,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,赤石脂一斤，一半全用，一半篩末 乾薑一兩 粳米一升 上三味，以水七升，煮米令熟，去滓。溫服七合，內赤石脂末方寸匕，日三服。 若一服愈，餘勿服。 少陰病，下利清穀，裡寒外熱，手足厥逆，脈微欲絕，身反不惡寒，其人面色赤，或腹痛，或乾嘔， 或咽痛，或利止脈不出者，通脈四逆湯主之。(317)
clause_sh_51a8239890,shanghan,傷寒論,第五章 辨少陰病脈證並治,一、少陰寒化證,少陰寒化證方劑整理,304.0,方劑組成,少陰寒化證方劑整理,高等中醫研究參考叢書11：傷寒論。知音出版社。p.238 少陰病，得之一二日，口中和，其背惡寒者，當灸之，附子湯主之(304),附子湯,can_4da6dea6c5,其背惡寒；口中和；傷寒論；少陰病,135；137；138,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,所謂「裡寒外熱」，就是內真寒而外假熱。由於證勢重而變化不一，故又多不同的兼證。 脾腎陽虛，氣血凝滯則腹痛；陰寒犯胃，胃氣上逆則乾嘔； 虛陽上浮，鬱於咽嗌則咽痛；陽氣大虛，陰液內竭，則利止而脈不出。 證屬陰盛格陽，不是四逆湯所能勝任，故用通脈四逆湯主治。 〈治法〉破陰回陽，通達內外。方用通脈四逆湯 答案： C 參考資料： [1]李培生（1999.06）。高等中醫研究參考叢書11：傷寒論。知音出版社。p.238 少陰病，得之一二日，口中和，其背惡寒者，當灸之，附子湯主之(304)
clause_sh_7da73afabc,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰熱化證,黃連阿膠湯證,303.0,治法／方證,黃連阿膠湯證,少陰病，得之二三日以上，心中煩，不得臥，黃連阿膠湯主之。(303),黃連阿膠湯,can_2894f9f3f7,不得臥；心中煩；少陰病,145,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，得之二三日以上，心中煩，不得臥，黃連阿膠湯主之。(303)
clause_sh_938057bea4,shanghan,傷寒論,第五章 辨少陰病脈證並治,二、少陰熱化證,豬苓湯證,319.0,治法／方證,豬苓湯證,少陰病，下利六七日，咳而嘔渴，心煩不得眠者，豬苓湯主之。(319),豬苓湯,can_615ab27c27,下利六七日；心煩不得眠；少陰病；嘔渴,145,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，下利六七日，咳而嘔渴，心煩不得眠者，豬苓湯主之。(319)
clause_sh_31cea32e5b,shanghan,傷寒論,第五章 辨少陰病脈證並治,第三節 少陰病兼變證,第三節 少陰病兼變證,301.0,脈證,第三節 少陰病兼變證,一、麻黃細辛附子湯證、麻黃附子甘草湯證 少陰病始得之，反發熱，脈沉者，麻黃細辛附子湯主之。(301),麻黃細辛附子湯；麻黃附子甘草湯,can_d897d4f4dc；can_06f0b0db33,麻黃細辛附子湯證；麻黃附子甘草湯證；少陰病始得之；反發熱；脈沉,147,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,一、麻黃細辛附子湯證、麻黃附子甘草湯證 少陰病始得之，反發熱，脈沉者，麻黃細辛附子湯主之。(301)
clause_sh_18c2343d7c,shanghan,傷寒論,第五章 辨少陰病脈證並治,第三節 少陰病兼變證,第三節 少陰病兼變證,302.0,筆記,第三節 少陰病兼變證,少陰病，得之二三日，麻黃附子甘草湯微發汗。以二三日無證，故微發汗也。(302),麻黃附子甘草湯,can_06f0b0db33,少陰病；發汗,147,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，得之二三日，麻黃附子甘草湯微發汗。以二三日無證，故微發汗也。(302)
clause_sh_256fd54dda,shanghan,傷寒論,第五章 辨少陰病脈證並治,三、四逆散證,二、少陰三急下證,320.0,治法／方證,二、少陰三急下證,少陰病，得之二三日，口燥咽乾者，急下之，宜大承氣湯。(320),大承氣湯,can_b8804ab23f,口燥咽乾；急下之；少陰病,149,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，得之二三日，口燥咽乾者，急下之，宜大承氣湯。(320)
clause_sh_8d48f39560,shanghan,傷寒論,第五章 辨少陰病脈證並治,三、四逆散證,二、少陰三急下證,321.0,治法／方證,二、少陰三急下證,少陰病，自利清水，色純青，心下必痛，口乾燥者，可下之，宜大承氣湯。(321),大承氣湯,can_b8804ab23f,自利清水；口乾燥；少陰病,149,2_1_2_臨床一-傷寒論分章筆記(100-1_111-2).pdf,pdf_primary_structured_zip_seed,structured_shanghan_v027_split_by_clause_no,usable,少陰病，自利清水，色純青，心下必痛，口乾燥者，可下之，宜大承氣湯。(321)
