structured_row_id,book_id,book_name,system_chapter,disease_section,source_section,pdf_page,line_no,table_title,pattern_name,pattern_canonical_id,symptoms_text,pathogenesis_text,treatment_method,formulas,formula_canonical_ids,evidence_text,source_pdf,parse_method,confidence,review_status
zz_row_2571edb0d1,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,285,40,,風寒頭痛,can_43c7068f46,苔薄白；脈浮數；惡風；發熱；鼻塞；口苦；頭痛；其痛,,,通竅活血湯,can_edee85cfc4,B | 【105-2-臨床二-03】 | 30歲女性患者，來診時主訴頭痛2天，患者於3天前出現鼻塞、發熱、微惡風 | 寒、流鼻水症狀，今日來診主訴痰黃、口苦，診其苔薄白，脈浮數。處以下列診 | 斷何者最適合？ | (A)風寒頭痛(B)風熱頭痛(C)風濕頭痛(D)肝陽頭痛 | B | 【107-1-臨床二-40】 | 下列關於「瘀血頭痛」證治之敘述何者錯誤? | (A)痛多如針刺，且經久不癒 | (B)其痛暴發，痛勢甚劇，或左或右，或連及眼、齒 | (C)頭部外傷病史是其病因之一 | (D)可用通竅活血湯隨證加減 | B,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_8c9eac04f4,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,286,18,,,,胸脘痞滿；面紅口苦；睡眠不寧；脈弦有力；頭痛而眩；心煩易怒；嘔噁痰涎；苔白膩；脈弦滑；舌淡紅；舌苔薄；頭痛,,疏風清熱,半夏天麻白朮湯；天麻鉤藤飲；濟生腎氣丸；吳茱萸,can_60d2d48034；can_3c0073f39d；can_f95db4ef04；can_1bf0ba5104,其症狀有頭痛頭重，胸脘痞滿，嘔噁痰涎等，舌淡紅苔白膩，脈弦滑。治以下列 | 何方最適當？ | (A)濟生腎氣丸(B)天麻鉤藤飲(C)半夏天麻白朮湯(D)知柏八味丸 | C | 【108-2-臨床二-10】 | 49歲廖先生高血壓，近血壓控制不佳，頭痛而眩，心煩易怒，睡眠不寧，兼脅 | 痛，面紅口苦，舌苔薄黃，脈弦有力。治以下列何者最適合? | (A)滋陰降火(B)疏風清熱(C)化痰降逆(D)平肝潛陽 | D | 【103-2-臨床二-38】 | 下列有關治療頭痛引經藥之敘述，何者錯誤？ | (A)太陽經頭痛宜藳本、獨活(B)陽明經頭痛宜白芷、葛根 | (C)少陽經頭痛宜柴胡、川芎(D)厥陰經頭痛宜吳茱萸 | 【答案】A | 【出處】《中醫中藥學》中國長庚中藥小組合編P.109 | 【解析】 | 獨活 | 功效 | 袪風除濕，通痹止痛，解表 | 應用,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_fe45486817,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,286,41,,瘀血,can_eb409bac3d,頭痛,,,吳茱萸,can_1bf0ba5104,(肌肉、關節痠痛，偏於下半身者尤為適宜) | 太陽經 | 羌活 | 陽明經 | 白芷、葛根 | 少陽經 | 柴胡、川芎 | 太陰經 | 蒼朮 | 少陰經 | 細辛 | 厥陰經 | 吳茱萸 | 【104-1-臨床二-39】 | 有關頭痛病因病機，下列何者最少見？ | (A)瘀血阻絡(B)風邪客於巔頂(C)臟腑功能失調(D)嗜食煙酒厚味 | 【答案】D | 【出處】《中醫內科證治學》p.391 | 【解析】 | 六淫之邪外襲，上犯巔頂，邪氣羈留，阻抑清陽，或內傷諸疾，導致氣血逆亂，瘀阻經絡，腦失所,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_9f37acf7f3,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,287,12,,太陽病,can_338a55b913,太陽與陽明合病；項背強几几；口噤不得語；肢體痠痛；惡寒發熱；欲作剛痙；發熱無汗；自下利；苔薄白；傷寒論；太陽病；頭痛；苔薄；項強；惡風；咳嗽；無汗；發汗；鼻塞；身疼；脈浮,,,荊防敗毒散；大青龍湯；葛根湯,can_79538de35a；can_a1400e6cd2；can_3d655bf013,281 | 【答案】D | 解題：林承潔校稿：吳立工陳冠澧 | 【出處】《方劑學》(唐娜櫻)p.3233《中醫內科證治學》(弘祥版)p.57，95，420 | 《醫宗金鑑‧訂正仲景全書傷寒論注》p.299 | 【解析】 | (A)葛根湯《傷寒論‧太陽篇》 | 組成：葛根麻黃生薑桂枝芍藥甘草大棗 | 功效：發汗解表，升津疏經。 | 主治：頭痛身疼、發熱無汗、惡風、項背強几几、或下痢或口噤不得語，欲作剛痙、苔薄白、 | 脈浮。 | 第391條：「太陽病，項背強几几，無汗，惡風，葛根湯主之。」 | 第343條：「太陽與陽明合病者，必自下利，葛根湯主之。」 | (B)荊防敗毒散《攝生眾妙方》 | 組成：荊芥防風柴胡茯苓桔梗川芎羌活獨活枳殼甘草生薑 | 功效：發汗解表、散風祛濕。 | 主治：外感風寒濕邪、惡寒發熱、頭痛項強、肢體痠痛、腮腫、無汗、鼻塞、咳嗽有痰、苔薄 | 白、脈浮或浮緊。 | (C)大青龍湯《傷寒論‧太陽病下篇》,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_444bf7993f,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,287,24,,太陽病,can_338a55b913,太陽與陽明合病；項背強几几；無汗頭痛；發熱惡寒；肢體痠痛；傷寒脈浮；惡寒發熱；太陽中風；不汗出；自下利；苔白薄；脈浮緊；傷寒論；太陽病；身疼痛；苔薄黃；流清涕；煩燥；頭痛；苔薄；項強；惡風；咳嗽；無汗；發汗；鼻塞；脈浮；煩躁；口苦,,,荊防敗毒散；九味羌活湯；大青龍湯；葛根湯,can_79538de35a；can_186e2a518f；can_a1400e6cd2；can_3d655bf013,第391條：「太陽病，項背強几几，無汗，惡風，葛根湯主之。」 | 第343條：「太陽與陽明合病者，必自下利，葛根湯主之。」 | (B)荊防敗毒散《攝生眾妙方》 | 組成：荊芥防風柴胡茯苓桔梗川芎羌活獨活枳殼甘草生薑 | 功效：發汗解表、散風祛濕。 | 主治：外感風寒濕邪、惡寒發熱、頭痛項強、肢體痠痛、腮腫、無汗、鼻塞、咳嗽有痰、苔薄 | 白、脈浮或浮緊。 | (C)大青龍湯《傷寒論‧太陽病下篇》 | 組成：麻黃桂枝甘草炙杏仁生薑大棗石膏 | 功效：發汗解表，兼清裏熱。 | 主治：外感風寒表實兼裡有熱證。發熱惡寒，寒熱俱甚，身疼痛，不汗出而煩躁，苔白薄，脈 | 浮緊者。 | 第104條：「太陽中風，脈浮緊，發熱惡寒，身疼痛，不汗出而煩躁者，大青龍湯主之。 | 若......此為逆也。」 | 第105條：「傷寒脈浮緩，身不疼，但重，乍有輕時，無少陰證者，大青龍湯發之。」 | (D)九味羌活湯《此事難知》 | 組成：羌活、防風、細辛、白芷、蒼朮、川芎、生地、黃芩、甘草 | 功效：解表祛濕、兼清裏熱。 | 主治：外感風寒濕邪，惡寒發熱、無汗頭痛、肢體痠疼、鼻流清涕，口苦微渴者。 | 本題敘述苔薄黃，故(A)、(B)不考慮，排除(C)大青龍湯主證為不汗出而煩燥，故選(D)。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_defda86392,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,287,27,,太陽病,can_338a55b913,無汗頭痛；發熱惡寒；肢體痠痛；傷寒脈浮；惡寒發熱；太陽中風；不汗出；頭脹痛；苔白薄；脈浮緊；傷寒論；口不渴；太陽病；身疼痛；苔薄黃；流清涕；煩燥；頭痛；苔薄；項強；咳嗽；發熱；脈數；無汗；脈緊；發汗；鼻塞；脈浮；煩躁；口苦,,,九味羌活湯；大青龍湯；葛根湯,can_186e2a518f；can_a1400e6cd2；can_3d655bf013,組成：荊芥防風柴胡茯苓桔梗川芎羌活獨活枳殼甘草生薑 | 功效：發汗解表、散風祛濕。 | 主治：外感風寒濕邪、惡寒發熱、頭痛項強、肢體痠痛、腮腫、無汗、鼻塞、咳嗽有痰、苔薄 | 白、脈浮或浮緊。 | (C)大青龍湯《傷寒論‧太陽病下篇》 | 組成：麻黃桂枝甘草炙杏仁生薑大棗石膏 | 功效：發汗解表，兼清裏熱。 | 主治：外感風寒表實兼裡有熱證。發熱惡寒，寒熱俱甚，身疼痛，不汗出而煩躁，苔白薄，脈 | 浮緊者。 | 第104條：「太陽中風，脈浮緊，發熱惡寒，身疼痛，不汗出而煩躁者，大青龍湯主之。 | 若......此為逆也。」 | 第105條：「傷寒脈浮緩，身不疼，但重，乍有輕時，無少陰證者，大青龍湯發之。」 | (D)九味羌活湯《此事難知》 | 組成：羌活、防風、細辛、白芷、蒼朮、川芎、生地、黃芩、甘草 | 功效：解表祛濕、兼清裏熱。 | 主治：外感風寒濕邪，惡寒發熱、無汗頭痛、肢體痠疼、鼻流清涕，口苦微渴者。 | 本題敘述苔薄黃，故(A)、(B)不考慮，排除(C)大青龍湯主證為不汗出而煩燥，故選(D)。 | 脈浮且頭脹痛為有風，口不渴津液無傷不需用葛根湯，苔薄黃且脈數為有裏熱，脈緊、惡寒微發熱 | 可知有寒。綜合上述可知患者外感風寒之邪，且裏有鬱熱，故選用九位羌活湯解表祛濕、兼清裏 | 熱。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_ffe2c0800b,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,287,32,,陰證,can_440a3d7855,無汗頭痛；發熱惡寒；傷寒脈浮；惡寒發熱；太陽中風；不汗出；頭脹痛；苔白薄；脈浮緊；口不渴；身疼痛；苔薄黃；流清涕；煩燥；頭痛；發熱；脈數；脈緊；發汗；煩躁；口苦；脈浮；惡寒,,,九味羌活湯；大青龍湯；葛根湯,can_186e2a518f；can_a1400e6cd2；can_3d655bf013,組成：麻黃桂枝甘草炙杏仁生薑大棗石膏 | 功效：發汗解表，兼清裏熱。 | 主治：外感風寒表實兼裡有熱證。發熱惡寒，寒熱俱甚，身疼痛，不汗出而煩躁，苔白薄，脈 | 浮緊者。 | 第104條：「太陽中風，脈浮緊，發熱惡寒，身疼痛，不汗出而煩躁者，大青龍湯主之。 | 若......此為逆也。」 | 第105條：「傷寒脈浮緩，身不疼，但重，乍有輕時，無少陰證者，大青龍湯發之。」 | (D)九味羌活湯《此事難知》 | 組成：羌活、防風、細辛、白芷、蒼朮、川芎、生地、黃芩、甘草 | 功效：解表祛濕、兼清裏熱。 | 主治：外感風寒濕邪，惡寒發熱、無汗頭痛、肢體痠疼、鼻流清涕，口苦微渴者。 | 本題敘述苔薄黃，故(A)、(B)不考慮，排除(C)大青龍湯主證為不汗出而煩燥，故選(D)。 | 脈浮且頭脹痛為有風，口不渴津液無傷不需用葛根湯，苔薄黃且脈數為有裏熱，脈緊、惡寒微發熱 | 可知有寒。綜合上述可知患者外感風寒之邪，且裏有鬱熱，故選用九位羌活湯解表祛濕、兼清裏 | 熱。 | 【105-2-臨床二-41】 | 辨別頭痛，若能根據經脈循行部位加以判斷，則對審因施治均有所幫助。下列敘述何者錯誤？ | (A)太陽頭痛：多在頭後部，下連於項(B)陽明頭痛：多在前額及眉稜 | (C)少陽頭痛：多在頭之兩側，連及耳部(D)厥陰頭痛：在明堂部位，或連於目系,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_12d903b67a,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,289,13,,瘀血內阻,can_783e5bc610,壯熱；惡寒；頭痛,,,荊防敗毒散；清震湯,can_79538de35a；can_56ae58335a,283 | 【108-2-臨床二-41】 | 頭痛如雷鳴，頭面起核，名曰雷頭風，多為下列何因引起？ | (A)風寒外感束表(B)瘀血內阻脈絡(C)肝陽上擾清竅(D)濕熱酒毒挾痰上擾 | 【答案】D | 【解題者】翁鈺明【審題者】蘇郁潔 | 【出處】其他參考資料 | 【解析】 | 病因病機： | 風熱外攻，濕痰火內郁而起。由風邪襲於外，或內有痰熱生風所致。故選(D) | 【疾病診斷】「雷頭風」一證；臨床頗為少見，其頭痛特點與一般頭痛不同，初起時惡寒壯熱， | 繼之頭痛頭脹，腦內雷鳴，頭面起核，或腫痛紅赤。正如王損所說：「雷頭風」者，或因風邪所 | 客，起塊起核，或因痰火上逆，如蟬如雷」，乃風濕熱邪鬱結三陽經所致。「清震湯」是金元四大中 | 醫名家之一劉河間而立，為何將湯藥取名清震湯，按《易經》八卦學說在中醫理論上的應用，其震 | 位在東方，卦象為雷，因本方治療雷頭風，所以取名清震湯。 | 【併發症】《赤水玄珠頭痛門》：「夫此病未有不因於痰火者，蓋痰生熱，熱生風故也。核塊疙瘩 | 皆有形可征，痰火上升，壅於氣道，兼於風化，則自然有聲，輕則或如蟬之鳴，重則或如雷之響， | 故以聲如雷而為名也；或以其發如雷之迅速也。設如前論，盡作風熱治之，恐認標而忘其本也。」 | 辨證屬風熱者，宜用清震湯、荊防敗毒散等方；屬痰熱者，用祛痰丸。前人根據病勢、病情，又有 | 大雷頭風、小雷頭風之分，又有雷頭風內障之名。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_9fcfdfe085,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,289,15,,瘀血內阻,can_783e5bc610,壯熱；惡寒；頭痛,,,荊防敗毒散；普濟消毒飲；清震湯,can_79538de35a；can_32448c9b4b；can_56ae58335a,頭痛如雷鳴，頭面起核，名曰雷頭風，多為下列何因引起？ | (A)風寒外感束表(B)瘀血內阻脈絡(C)肝陽上擾清竅(D)濕熱酒毒挾痰上擾 | 【答案】D | 【解題者】翁鈺明【審題者】蘇郁潔 | 【出處】其他參考資料 | 【解析】 | 病因病機： | 風熱外攻，濕痰火內郁而起。由風邪襲於外，或內有痰熱生風所致。故選(D) | 【疾病診斷】「雷頭風」一證；臨床頗為少見，其頭痛特點與一般頭痛不同，初起時惡寒壯熱， | 繼之頭痛頭脹，腦內雷鳴，頭面起核，或腫痛紅赤。正如王損所說：「雷頭風」者，或因風邪所 | 客，起塊起核，或因痰火上逆，如蟬如雷」，乃風濕熱邪鬱結三陽經所致。「清震湯」是金元四大中 | 醫名家之一劉河間而立，為何將湯藥取名清震湯，按《易經》八卦學說在中醫理論上的應用，其震 | 位在東方，卦象為雷，因本方治療雷頭風，所以取名清震湯。 | 【併發症】《赤水玄珠頭痛門》：「夫此病未有不因於痰火者，蓋痰生熱，熱生風故也。核塊疙瘩 | 皆有形可征，痰火上升，壅於氣道，兼於風化，則自然有聲，輕則或如蟬之鳴，重則或如雷之響， | 故以聲如雷而為名也；或以其發如雷之迅速也。設如前論，盡作風熱治之，恐認標而忘其本也。」 | 辨證屬風熱者，宜用清震湯、荊防敗毒散等方；屬痰熱者，用祛痰丸。前人根據病勢、病情，又有 | 大雷頭風、小雷頭風之分，又有雷頭風內障之名。 | 【108-2-臨床二-42】 | 承上題，治以下列何方合普濟消毒飲為宜？,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_409d334903,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,289,19,,痰熱,can_0a714f2eb0,壯熱；惡寒；頭痛,,,普濟消毒飲；通竅活血湯；荊防敗毒散；天麻鉤藤飲；川芎茶調散；清震湯,can_32448c9b4b；can_edee85cfc4；can_79538de35a；can_3c0073f39d；can_bf696d61e5；can_56ae58335a,【出處】其他參考資料 | 【解析】 | 病因病機： | 風熱外攻，濕痰火內郁而起。由風邪襲於外，或內有痰熱生風所致。故選(D) | 【疾病診斷】「雷頭風」一證；臨床頗為少見，其頭痛特點與一般頭痛不同，初起時惡寒壯熱， | 繼之頭痛頭脹，腦內雷鳴，頭面起核，或腫痛紅赤。正如王損所說：「雷頭風」者，或因風邪所 | 客，起塊起核，或因痰火上逆，如蟬如雷」，乃風濕熱邪鬱結三陽經所致。「清震湯」是金元四大中 | 醫名家之一劉河間而立，為何將湯藥取名清震湯，按《易經》八卦學說在中醫理論上的應用，其震 | 位在東方，卦象為雷，因本方治療雷頭風，所以取名清震湯。 | 【併發症】《赤水玄珠頭痛門》：「夫此病未有不因於痰火者，蓋痰生熱，熱生風故也。核塊疙瘩 | 皆有形可征，痰火上升，壅於氣道，兼於風化，則自然有聲，輕則或如蟬之鳴，重則或如雷之響， | 故以聲如雷而為名也；或以其發如雷之迅速也。設如前論，盡作風熱治之，恐認標而忘其本也。」 | 辨證屬風熱者，宜用清震湯、荊防敗毒散等方；屬痰熱者，用祛痰丸。前人根據病勢、病情，又有 | 大雷頭風、小雷頭風之分，又有雷頭風內障之名。 | 【108-2-臨床二-42】 | 承上題，治以下列何方合普濟消毒飲為宜？ | (A)清震湯(B)川芎茶調散(C)通竅活血湯(D)天麻鉤藤飲 | 【答案】A | 【解題者】蘇郁潔【審題者】許乃方 | 【出處】醫方集解,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_fe3fde8f09,zhengzhi,中醫證治學,第十一章 經絡肢體病證,頭痛,第一節 頭痛,290,5,,,,頭痛如裹；頭痛,,,羌活勝濕湯；黃連香薷飲,can_643641a607；can_b8ca5cba56,284 | 【出處】《中醫內科證治學》，作者陳榮洲，弘祥出版社，p.34-35，Ch7感冒；p.52-53，Ch7咳 | 嗽；p.457-458，460，Ch7頭痛 | 【解析】本題屬「中醫內科學-感冒(肺系病證)、頭痛(經絡肢體病證)」 | 參考表格，本題所述「頭痛如裹」，應為有濕氣的頭痛，課本處方為羌活勝濕湯，這邊只能選除濕 | 力道在4個選項中最強的黃連香薷飲。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_19aff5e3f3,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,34,,,,痛有定處；疼痛較劇；脈浮緊；烏頭湯；苔白；熱痛,,溫經散寒,防風湯；烏頭湯,can_db71668ec2；can_a247747e8d,寒 | 濕 | 邪 | 留 | 注 | 經 | 絡 | 關 | 節 | 風邪偏勝 | 祛風通絡 | 散寒除濕 | 防風湯 | 痛痺 | 痛有定處，疼痛較劇，得熱痛 | 減，苔白，脈浮緊 | 寒邪偏勝 | 溫經散寒 | 祛風除濕 | 烏頭湯,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_b0a111bccc,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,41,,,,肢體關節重著；痛有定處；肌膚麻木；疼痛較劇；脈濡緩；脈浮緊；烏頭湯；苔白；熱痛,,溫經散寒,薏苡仁湯；防風湯；烏頭湯,can_8e5a5f8156；can_db71668ec2；can_a247747e8d,關 | 節 | 風邪偏勝 | 祛風通絡 | 散寒除濕 | 防風湯 | 痛痺 | 痛有定處，疼痛較劇，得熱痛 | 減，苔白，脈浮緊 | 寒邪偏勝 | 溫經散寒 | 祛風除濕 | 烏頭湯 | 著痺 | 肌膚麻木，肢體關節重著，苔 | 白膩，脈濡緩 | 濕邪偏勝 | 除濕通絡 | 祛風散寒 | 薏苡仁湯,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_c531165856,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,48,,,,肢體關節重著；關節灼熱紅腫；痛有定處；肌膚麻木；疼痛較劇；脈滑數；脈濡緩；脈浮緊；烏頭湯；苔黃燥；舌紅；發熱；口渴；苔白；熱痛,,溫經散寒,薏苡仁湯；烏頭湯,can_8e5a5f8156；can_a247747e8d,痛有定處，疼痛較劇，得熱痛 | 減，苔白，脈浮緊 | 寒邪偏勝 | 溫經散寒 | 祛風除濕 | 烏頭湯 | 著痺 | 肌膚麻木，肢體關節重著，苔 | 白膩，脈濡緩 | 濕邪偏勝 | 除濕通絡 | 祛風散寒 | 薏苡仁湯 | 熱痺 | 關節灼熱紅腫，發熱、口渴、舌紅、 | 苔黃燥脈滑數 | 風濕熱邪，留注經 | 絡關節，熱邪偏勝 | 清熱通絡 | 祛風除濕,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_ff532e0970,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,68,,,,舌有瘀點瘀斑；腰脊冷痛；肢體倦怠；關節腫大；脈細；脈澀；苔膩；舌淡；苔白；身痛,,,身痛逐瘀湯；桃紅飲,can_925f271bd5；can_3570630e4f,白虎桂枝 | 湯，宣痹陽 | 久 | 痺 | 痰瘀 | 阻絡 | 久痺不癒，關節腫大甚至強直畸形， | 舌有瘀點瘀斑，苔膩、脈澀 | 邪留不去，血脈瘀 | 阻，痰濁凝聚 | 化痰祛瘀 | 搜風通絡 | 桃紅飲 | 身痛逐瘀湯 | 氣血 | 虧虛 | 久痺不癒，肢體倦怠，腰脊冷痛， | 舌淡，苔白、脈細 | 邪留不去，氣血虧 | 虛，肝腎不足,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,low_context,needs_sample_review
zz_row_de618eabac,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,78,,氣血虧虛,can_52bddf2c6d,腰脊冷痛；肢體倦怠；脈細；舌淡；苔白；身痛,,清熱利濕,獨活寄生湯；身痛逐瘀湯；薏苡仁湯；防風湯；桃紅飲,can_cfb0d55b10；can_925f271bd5；can_8e5a5f8156；can_db71668ec2；can_3570630e4f,化痰祛瘀 | 搜風通絡 | 桃紅飲 | 身痛逐瘀湯 | 氣血 | 虧虛 | 久痺不癒，肢體倦怠，腰脊冷痛， | 舌淡，苔白、脈細 | 邪留不去，氣血虧 | 虛，肝腎不足 | 祛風除濕散寒 | 補益氣血肝腎 | 獨活寄生湯 | 歷屆考古題 | 解答 | 【103-1-臨床一-64】 | 關於痹證的治療，下列敘述何者錯誤？ | (A)防風湯治療行痹，祛風除濕宣痹(B)薏苡仁湯治療濕熱痹，清熱利濕通絡 | (C)身痛逐瘀湯治療痰瘀阻絡之久痹(D)獨活寄生湯治療氣血虧虛之久痹 | B,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_a552050d43,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,291,84,,氣血虧虛,can_52bddf2c6d,腰脊冷痛；肢體倦怠；肌膚麻木；苔白膩；脈濡緩；脈細；舌淡；苔白；身痛,,清熱利濕,獨活寄生湯；身痛逐瘀湯；薏苡仁湯；防風湯；二妙散；虎潛丸；宣痹湯,can_cfb0d55b10；can_925f271bd5；can_8e5a5f8156；can_db71668ec2；can_996928da14；can_45e62b3811；can_7ac926917c,久痺不癒，肢體倦怠，腰脊冷痛， | 舌淡，苔白、脈細 | 邪留不去，氣血虧 | 虛，肝腎不足 | 祛風除濕散寒 | 補益氣血肝腎 | 獨活寄生湯 | 歷屆考古題 | 解答 | 【103-1-臨床一-64】 | 關於痹證的治療，下列敘述何者錯誤？ | (A)防風湯治療行痹，祛風除濕宣痹(B)薏苡仁湯治療濕熱痹，清熱利濕通絡 | (C)身痛逐瘀湯治療痰瘀阻絡之久痹(D)獨活寄生湯治療氣血虧虛之久痹 | B | 【104-2-臨床一-64】 | 張某53歲女性，長年從事採蚵工作，主訴雙側膝蓋時發腫痛一年多，每逢陰雨天 | 症狀加重，痛時行走困難，此外尚有關節重著繃緊及肌膚麻木不仁現象，舌淡 | 紅、苔白膩，脈濡緩。治療最佳方劑為下列何者？ | (A)宣痹湯(B)薏苡仁湯(C)二妙散(D)虎潛丸 | B,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
zz_row_34e8794ac6,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,292,5,,血虛,can_3f426ee9ca,,,,黃耆桂枝五物湯；獨活寄生湯；白虎桂枝湯；桃紅飲；三痹湯；宣痹湯；二陳湯,can_40fd943966；can_cfb0d55b10；can_bc4177e44c；can_3570630e4f；can_9e821edd8f；can_7ac926917c；can_9f02adb24e,286 | 【103-2-臨床一-64】 | 若痹證日久未癒，則下列相關敘述何者錯誤？ | (A)為氣血虛弱之表現，在治療上應注意兼補氣血，可用黃耆桂枝五物湯加當歸 | (B)若涉及臟腑出現肝腎不足證候，可用獨活寄生湯、三痹湯治療 | (C)治療痹證用桃紅飲加黃耆、桂枝當是熱痹 | (D)痰證者則是流痰入絡，可用二陳湯加羌活、白芥子 | 【答案】C | 【出處】《中醫內科證治學》弘祥出版社陳榮洲p403痙病辨證論治簡表 | 【解析】 | (C)是錯誤的，請參考表格：治療熱痹證用--白虎桂枝湯、宣痹湯。而不是用桃紅飲加黃耆、桂 | 枝。,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium,usable
zz_row_696e1d8796,zhengzhi,中醫證治學,第十一章 經絡肢體病證,痹證,第二節 痹證,292,32,【出處】《中醫內科證治學》弘祥出版社陳榮洲p403痙病辨證論治簡表,熱痹,can_f34ffa56c0,關節灼熱紅腫；舌紅苔黃燥；脈滑數；發熱；口渴,,清熱利濕,白虎加桂枝湯；薏苡仁湯；宣痹湯,can_6dec689ab1；can_8e5a5f8156；can_7ac926917c,【出處】《中醫內科證治學》弘祥出版社陳榮洲p.403 | 【解析】 | ①正確—治行痺者，散風為主，御寒利濕仍不可廢。 | ②錯誤—治著痺者，利濕為主，祛風解寒亦不可缺。 | ③正確—治行痺者，散風為主，御寒利濕仍不可廢，大抵參以補血之劑，蓋治風先治血，血行風自 | 滅。 | ④正確—治著痺者，利濕為主，祛風解寒亦不可缺，大抵參以補脾補氣之劑，蓋土強可以勝濕，而 | 氣足自無頑麻也。 | 故選(A)①③④ | 【105-1-臨床一-64】 | 關於痹證的敘述，下列何者錯誤？ | (A)熱痹用白虎加桂枝湯 | (B)某患者右膝關節灼熱紅腫、發熱、口渴、舌紅苔黃燥、脈滑數，當用薏苡仁湯，不可用溫燥藥 | (C)濕熱痹證用宣痹湯清熱利濕通絡 | (D)發作期以祛邪為主，緩解期以補肝腎為主 | 【答案】B | 【解題者】CM105張心遠【審題者】CM105張維修 | 【出處】《中醫內科學》中國中醫藥出版社周仲瑛p466.（Ch7肢體經絡病症） | 【解析】,2_1_4_臨床一-中醫證治學分章精要筆記(103-1_109-2)_舊版.pdf,pdf_text_formula_anchor_context,medium_high,usable
